[11/2/25, 11:08:50 PM] Dec’25.Basics.LMKHealth: ‎Messages and calls are end-to-end encrypted. Only people in this chat can read, listen to, or share them.
[11/2/25, 11:08:50 PM] ~ PBW Foods: ‎~ PBW Foods created this group
All mammals nurse their young with milk specifically formulated for their offspring's growth rate. For instance, a calf grows tenfold in six months, necessitating a milk composition rich in proteins, fats, and growth hormones like IGF-1. These components, while beneficial for calves, can potentially fuel cancer cell growth in humans without affecting normal cells, akin to how fertilizers promote lawn growth but also enable weeds to flourish unchecked.

INDIAN STUDY ON DAIRY PROTEIN
A groundbreaking study in 1967 by Dr. Gopalan and Madhvan at the National Institute of Nutrition in Hyderabad (India) examined the effects of dietary protein levels on cancer development. Mice, injected with a carcinogen and fed diets of varying protein levels, showed a direct correlation between high dairy protein intake and cancer growth. This study, which initially perplexed many, including Dr. Colin Campbell, laid the groundwork for a significant shift in understanding the relationship between animal protein and cancer.

Dr. Campbell's subsequent research, including the comprehensive China Study, underscored the detrimental effects of animal proteins, particularly from dairy, on our health. These findings advocate for minimizing dairy and animal protein consumption in diets exceeding 8% total protein, especially in affluent societies with abundant food choices.

It's important to recognize that dairy products do not cause cancer - they only contribute to its progression. The initiation of cancer is primarily due to gene mutations, which can result from a variety of factors such as radiation and toxic chemicals present in our environment. This suggests that cancer-causing agents were less prevalent in ancient times. 
In scenarios of food scarcity, dairy protein can be considered a viable nutritional option. Historically milk likely played a crucial role during times of famine, potentially saving many communities from extinction. It is also worth noting that gene mutations caused by toxic chemicals and radiation were presumably less common in the past due to the limited presence of these harmful agents.

In 1967, the per capita milk consumption in India was 107 ml per person- today it has quadrupled to 427 ml per person. This increase occurred despite widespread knowledge of milk's potential role in promoting health issues, including cancer. While the Government of India recognized Dr. Gopalan's contributions with the Padma Bhushan award, his advice on this matter was not heeded.

Why Milk Today is Harmful Compared to The Past
Today's dairy products differ significantly from those our ancestors consumed and we face different health challenges. Factors contributing to the harm caused by modern dairy include industrial farming practices, the genetic composition of dairy cows and the increased presence of environmental carcinogens. Additionally, lifestyle changes and increased life expectancy call for a reevaluation of dairy's role in our diet. Here are some examples:
* Dairy cows are kept pregnant through artificial insemination. 
* They are fed pesticide ridden food which is unfit for human consumption.
* They are injected with growth hormones to increase milk yield. 
* They are injected with high-dose antibiotics to keep them infection free in otherwise poor unhygienic conditions. 
All these toxic chemicals do show up in the milk cows produce and are very harmful to human health. 

Life expectancy in the olden days was low and an age of 70-80 was considered a life long lived. Very few lived beyond that. Today we are talking about increasing human life expectancy to 100+ years like in Blue Zones. 
I have discussed this subject face to face with Dr. Colin Campbell, Dr. Caldwell Esselstyn, Dr. John Mcdugall and Dr. Michael Gregor. They all are against consuming dairy products. Dr. Collin Campbell did concede that if the total protein in a diet is less than 8% then milk may be okay to consume as long as it is procured from grass fed, free range cows.

Why Dairy Is Unhealthy?
Numerous studies and expert opinions highlight dairy's potential health risks including its ineffectiveness in bone health, its link to cancer, and its contribution to various diseases and conditions. Widespread lactose intolerance further underscores dairy's unsuitability for many. Here are some specific examples:
(1) There is no evidence that milk reduces bone fracture. In fact, there is evidence that suggests otherwise. Countries in Africa which have the lowest rate of milk consumption also have the lowest rate of osteoporosis. Conversely, countries consuming the most milk have the  highest rate of hip fractures. A 2003 Harvard nurses study of 70,000 women for 18 years demonstrated that there was no protective effect on bone health among dairy consumers. 
(2) Dairy consumption increases the body’s level of IGF-1 hormone and estrogens which are known cancer promoters and implicated with prostate and breast cancer risks. 
(3) According to a 2006 study by Harvard researchers, conducted with 10,000 women aged 26-46, the women who consumed the most dairy products were at higher risk of breast cancer. Another 2014 study has shown that milk and dairy product consumption increases the risk of breast, lung and ovarian cancer. 
(4) Additional growth hormones (synthetic Bovine hormones) injected in cows to increase milk production interfere with normal hormone functions in human body. 
(5) Milk is one of the largest sources of dioxins which can affect the central nervous, immune and reproductive systems of the human body. 
(6) Milk and cheese can cause acne. 
(7) Dairy is full of saturated fat which is implicated in cardio vascular diseases. 
(8) Dairy aggravates Irritable Bowl Syndrome. 
(9) Dairy is a cause of autoimmune diseases like arthritis.
(10) Three fourth of the world population is lactose intolerant and genetically unable to properly digest milk. In most children after the age of five, the enzymes that help digest lactose decline, making them lactose intolerant. 
(11) Dairy consumption in childhood is a leading cause of Type-1 diabetes. 
(12) Dairy is also implicated in chronic constipation. 
(13) Other problems associated with dairy include allergies and sinus issues. 
(14) Milk can also increase men’s risk of having Parkinson’s disease. The main reason for this is that cows milk is contaminated with pesticides which cows consume with their grain fed diet. 

Calcium Myth
Contrary to popular belief, the calcium in dairy is not efficiently absorbed due to its unfavorable phosphorus to calcium ratio. In order to absorb calcium one needs a calcium product that is conducive to absorption. The presence of phosphorus binds calcium to make calcium phosphate and biphosphate and diphosphate and makes it unavailable for absorption. To absorb calcium it must be available without phosphorus and milk does not provide that. So, for the most part, the calcium in the milk is in nonabsorbable. This is the reason why milk does not help people with osteoporosis. It even hurts them. 
Giving calcium pills as supplement also doesn’t help people with osteoporosis. Calcium just goes through the body and is excreted. Even vitamin D supplementation does not help. 
One has to do something to the bones to get calcium inside the bones. All the trials of supplementing calcium with vitamin D have failed. 
Dr. Lustig of UCSF recommends giving calcium to phosphorus in ratio of 4:1 whereas in milk it is 1:2. 
To achieve satisfactory calcium absorption other forms of calcium are required like calcium chloride or citrate. 
Here are some additional comments that support PBWF doctors' view against dairy. 
* Many of my health group members have reported curing asthma, nasal congestion, seasonal allergies, digestive problems, constipation, and even headaches after giving up dairy. 
* Dr. Neil Bernard filed a lawsuit against US government’s campaign “Milk Does the Body Good” and won. The advertisements had to be stopped by court order. 
* The US government has been recommending 3 glasses of milk a day in its dietary guidelines but these guidelines are politically biased and not based on science. Head of nutrition at Harvard School of Public Health was one of the most vocal critic of these guidelines and had called them “utterly ridiculous”.
* If one must consume some dairy, the least harmful products are ghee (butter oil), buttermilk, yogurt and kefir. One must find organic sources which are growth hormone (RBST) free. This hormone is banned in Europe, Canada, Japan, Argentina and Australia. 

Conclusion
Despite its historical role in human nutrition, the evidence against dairy consumption's health benefits is compelling. Alternatives to dairy, including plant-based milks and yogurts, offer nutritious and safe options for those seeking to avoid dairy's pitfalls. Acknowledging both the scientific findings and the cultural practices surrounding dairy consumption can guide us towards healthier dietary choices. Posted below are videos on how to make non-dairy milks, yogurts and butters. Also posted are talks by experts on the subject of Dairy. 👇

10 Homemade Nut & Non Dairy Milks
https://youtu.be/UWM_SpUndV8

Guide to Homemade Nut & Seed Butters
https://youtu.be/dG3uCbUROfQ

4 Vegan Curd Recipes
https://youtu.be/nXETI7-a77E

Here Are 12 Reasons To Stop Drinking Milk
https://www.peta.org/living/food/reasons-stop-drinking-milk/

What The Dairy Industry Doesn’t Want You To Know
https://youtu.be/h3c_D0s391Q

Is Milk Good For Our Bones
https://youtu.be/rxnBDDqXSjk

Plant vs. Cow Calcium
https://youtu.be/x_CAqpBnd5E

Dr. Colin Campbell: Why Dairy Proteins n Causes Cancer?
https://youtu.be/socm4DT3B98

—————————————
            END OF POST
—————————————
[12/4/25, 6:56:58 PM] ~ Meenakshi Nigam: https://www.peta.org/living/food/reasons-stop-drinking-milk/
[12/4/25, 6:56:58 PM] ~ Meenakshi Nigam: https://youtu.be/socm4DT3B98
[12/4/25, 6:56:59 PM] ~ Meenakshi Nigam: https://youtu.be/x_CAqpBnd5E
[12/4/25, 6:57:00 PM] ~ Meenakshi Nigam: https://youtu.be/rxnBDDqXSjk
[12/4/25, 6:57:00 PM] ~ Meenakshi Nigam: https://youtu.be/h3c_D0s391Q
[12/4/25, 6:57:01 PM] ~ Meenakshi Nigam: https://youtu.be/nXETI7-a77E
[12/4/25, 6:57:01 PM] ~ Meenakshi Nigam: https://youtu.be/dG3uCbUROfQ?si=UEfyM3MJnbZ3LXo0
[12/5/25, 7:25:13 PM] ~ Meenakshi Nigam: •Myth: A CALORIE IS A CALORIE

The belief that all calories are equal is a widespread myth, even among the well-educated segments of our society. This notion is heavily promoted by the processed food industry to justify the increasing presence of ultra-processed foods in our diets. The argument posits that the source of calories—whether from protein, fat, carbohydrates, or whether the food is whole or refined, cooked or raw—is irrelevant. What matters, according to this myth, is the balance between calories consumed and expended, with any excess supposedly stored as fat in our bodies. 
This perspective simplifies the issue to a matter of energy balance: consume more than you expend, and you'll gain weight. Consequently, the narrative absolves processed foods of blame, placing the onus on individual discipline to "eat less and exercise more." It reduces dietary advice to avoiding gluttony and laziness, suggesting that any calorie can fit into a balanced diet.
However, Dr. Robert Lustig from UCSF—one of the few remaining independent medical schools in the U.S.—has extensively researched this topic. He points out and I quote “This is the biggest lie in the history of medicine." The food industry's vested interest in perpetuating this myth has misled many into believing it's an incontrovertible truth. For instance, the sugar industry once advertised that three teaspoons of sugar were less fattening than an apple, diverting criticism from sugar to other foods.



The Fallacy of Portion Control
The "A Calorie is a Calorie" mantra suggests that a daily deficit of 500 calories should lead to losing one pound per week. However, many people find their weight loss stalls after initial success, leading to frustration. This phenomenon occurs because the human body, intelligent and adaptable, reduces its metabolic rate when it senses a food shortage—a survival mechanism honed over millennia. Our basal metabolic rate can drop, conserving energy during periods of scarcity, similar to how some animals hibernate.

Not All Consumed Food is Absorbed
The first thing to understand is that it is not the calories consumed that matter, it is the calories absorbed that matter. How many calories get absorbed in the body is a function of many factors. Firstly the speed at which the digested food travels through the small intestine and secondly the absorption rate while this food is traveling through the small intestine. Both of these are a function of fiber content of the food. Plant based whole food (PBWF) is full of fiber and as a result it has high motility and travels through the small intestine, where most of the absorption takes place, quite fast. PBWF also has nutrients embedded inside fibers that take time to be extracted. As a result the PBWF gets absorbed only partially and the balance reaches the colon where it feeds the microbes which in turn make essential nutrients for the body. A good example of this is resistant starch present in beans.  When beans are consumed, a significant portion of calories don’t get absorbed in small intestines (hence the title resistant) and move on to colon where our microbes feed on them.  This is also called the second meal effect. 
Another good example is that of almonds. There are 165 calories in an ounce of almonds but when we eat them, only 135 get absorbed. Where do the other 30 calories go? The fiber in the almonds
Is both soluble and insoluble. The insoluble fiber forms a mesh like a fishnet and soluble fiber forms a gel which is filling the wholes in the net. Together they create a barrier in the upper part of small intestine which restricts the absorption of starch and glucose into liver. The liver therefore does not get overloaded and new fat is not formed from the fructose which in the absence of fiber does get formed in a process  called de novo lipogenesis (DNL)
DNL is a complex and highly regulated process in which carbohydrates from circulation are converted into fatty acids that are then used for synthesizing either triglycerides or other lipid molecules. DNL helps keep the sugar and insulin levels down. High insulin level is very harmful as it drives abnormal growth. It drives vascular muscle growth that leads to coronary artery disease. It also causes prostate growth. The 30 calories that did not get absorbed go to the colon where our microbes feed on them. 
As you can see from two examples above, the calories eaten are not necessarily calories absorbed. This explains why a calorie is not a calorie. 

Food Processing and Its Impact
The way food is processed before consumption also affects its health impact. The same 100 calories from sugarcane can vary greatly in their effect on health depending on whether they're consumed as fruit, juice, jaggery, or white sugar.

PBWF vs. Refined Food
Refined foods are devoid of fiber as a result they (1) move slower through small intestines taking longer to reach colon and (2) they get absorbed readily as the intestines don’t have to work as hard to extract nutrients from the mesh of fibers. This dual effect makes most of the calories get absorbed in small intestines only, leaving nothing or little for the microbes waiting in the colon. The microbes in colon, when regularly deprived of fibers and starch, start to feed on mucosal layers creating a breach exposing intact protein in food to colon lining made of tight junction epithelial cells. A leak through this layer causes various auto immune diseases. 

Circadian Rhythm
The timing of calorie consumption  also matters due to our body's circadian rhythms, affecting how food is processed at different times of the day. Recent (2017) Nobel Prize-winning research has shed light on these mechanisms, highlighting the importance of synchronizing. Dr. Satchin Panda’s research at the Salk Institute in SanDiego has shown that carbohydrates consumed during daytime are handled differently than during night. During daytime they are kept as readily available glucose in the blood and during night they are quickly converted into triglycerides and stored away as fat. 

Macronutrient as a Sources of Calories
The source of calories—whether from proteins, fats, or carbohydrates—significantly influences health outcomes. Calories from proteins, for example, affect the body differently than those from fats or carbohydrates. Even within a single macronutrient category like carbohydrates, the impact varies based on the type, such as starch, glucose, or fructose.

Calories From Carbohydrates 
Carbohydrates, which include starches, glucose, and fructose, are metabolized differently in the liver. Starches are converted into glucose by the liver and distributed throughout the body. Table sugar, comprises equally of glucose and fructose and they are processed differently by the liver. Glucose circulates in the blood, while fructose can be converted into glucose for energy or into fat for storage, depending on need which is judged by insulin levels. High insulin levels signifies the sufficiency of glucose in the blood and prompts the liver to convert fructose into fat, which can be stored in subcutaneous fat cells or, if the process is overwhelmed, lead to ectopic fat deposits. This can contribute to conditions like non-alcoholic fatty liver disease (NAFLD), visceral fat accumulation, and insulin resistance, the main cause of type 2 diabetes.
So once again you can see that a calorie is not a calorie. Glucose calorie is kept as readily usable glucose but fructose calorie may be stored as fat. 

Calories from  Protein 
Human body is very efficient in recycling protein as a result the protein requirement by the body is rather minimal. So liver converts all extra protein into fat or carbohydrates by a process called deamination. Deamination is the opposite of amination and it is a type of post-translational modification (PTM) in which an amine group is removed from a protein. This process creates organic acids which provide energy (ATP) to cells. 
This process costs energy, in fact twice as much energy as what it takes to burn carbohydrates. So the net result is that protein provides less calories than carbohydrates, by some estimates as much as 30% less. This explains the popularity of keto diets but this extra burden on liver and kidneys leads to problems in those organs as we age. 

Calories from Fat
All fats are 9 calories per gram but it is wrong to think that all fats are equal. Omega-3 fats are very healthy fats but trans-fats are very unhealthy. Trans-fats cannot be broken down by our body cells into energy (ATP).
When we run out of glucose stored in the liver and muscles as glycogen, the body can use fat to provide energy. Theoretically it is correct however in practice the body first sends hunger pangs as a signal to consume more sugar or starch (which provide glucose more readily) before digging into it’s reservoir of fat which is kept for rainy day when food may not be available. So this is another reason a calorie is not a calorie. 

Myth: Exercising Alone Will Take Care of My Health
One common myth many young people, who exercise regularly, have is that “Nothing wrong can happen to them because they physically work out regularly”. As a result they become lax in dietary discipline. The data shows that about half of the people, who die after their first heart attack, have no signs of cardiovascular disease. Dr. Robert Lustig of UCSF points this out clearly in his book Metabolical suggesting that of the 8 mechanisms for a healthy body, exercise helps only 4. Food is most important for good health and must not be neglected. 

Conclusion
As you can see from explanations given above, it is not only what food you eat that matters, it is also what is done to the food and what your body’s metabolic response is to the food that matters. This underscores the principle that not all calories are equivalent, highlighting the importance of considering the source and type of macronutrients in dietary choices.

—————————————
            END OF POST 
—————————————
[12/5/25, 7:25:14 PM] ~ Meenakshi Nigam: •SUPPLEMENTS MYTH•

Growing up, our eating patterns are largely influenced by family habits, leading to a limited diet that may cause nutrient deficiencies. Unlike handling excess nutrients, our bodies struggle with deficiencies. Relying on inorganic or organic supplements to address these deficiencies can disrupt our body’s balance.

Food Supplements Industry
In the United States alone the food supplements industry boasts a revenue exceeding $160 billion and is expected to reach $265 billion by 2030. This industry thrives on confusion and doubt, funding studies to make you question your nutrient intake and promote supplement use.

Depletion of Soil
It is an acknowledged fact that today’s plant foods are not as nutrient-rich due to factors like river damming for hydropower, monoculture farming and inorganic fertilizers. These practices deplete essential trace minerals in the soil. When we use inorganic fertilizers, the focus is only on a few key nutrients like Nitrogen, Phosphorus, Potassium etcetera. This depletes the trace minerals in the soil and the food it produces. When we use compost made of human and animal waste these trace minerals are recycled back into soil. 
The arguments presented by the food supplements industry to point out nutrition depletion in modern plant produce are valid arguments. What is not valid is why should one take supplements instead of eating another carrot or apple to make up for mineral depletion. People are eating fewer fruits and vegetables compared to our grandparents generation. They actually should be eating more to make up for deficiency in nutrients. Eating refined and ultra processed foods further reduce the nutrients in our diet. Our diets are becoming calorie rich and nutrient poor. This is one of the reasons why organic food is richer in trace minerals (besides of course the absence of pesticides). This is also the reason why food grown in the wild, like wild berries, is much healthier. 

What About Not-Yet-Known (NYKnown) Nutrients?
A major problem with supplements is that supplements can only be made of nutrients we know about. But there are likely to be many more nutrients in food which have not yet been discovered. So when we take supplements, it creates imbalances in the not-yet-known nutrients. 

Beta Carotene Study
To make my point I like to give the example of Beta Carotene, which is from a family of carotenoids. Beta Carotene was discovered almost two centuries ago and has since been believed to be an important nutrient, just like vitamin C, for heart health. Many cardiologists have been prescribing Beta Carotene supplementation for heart health. However a major study recently revealed that the groups of patients who received Beta Carotene supplementation were dying early compared to the groups that did not. This was quite perplexing and further analysis showed that there are actually 750 types of carotenoids and the human body needs about fifty of them. Our body cells have limited receptors to receive these carotenoids. When we supplement only one carotenoid like Beta Carotene, the receptors get flooded with this carotenoid, not leaving enough room to receive other 49 carotenoids. This created deficiency in these other carotenoids among those groups who received supplementation and led to earlier deaths. 

Symphony of Nutrients
Nutrients behave in complex ways with other nutrients. Reducing them to a single nutrient at a time and consuming does not replicate those processes. As elaborated by Dr Colin Campbell in the documentary “Forks over Knives”, all nutrients work in a synergism, like various instruments in a symphony. Often you don’t even hear the individual instruments, but the symphony is very pleasing and sounds beautiful. To isolate one instrument and enhance it can spoil the symphony. Each of our bodies is like a symphony played out with various nutrients. We know now, after the discovery of Epigenetics, that each one of us has a very different microbiome composition. So it is like each one of us has a body playing out our individual symphony. 
There are many other examples of nutrient imbalances. Here are few more: 
1. Taking Calcium supplements depletes Magnesium because Magnesium is required by the body to absorb Calcium.
2. Taking Zinc supplements reduces Copper absorbability and taking Copper supplement creates imbalance in Zinc. 
3. Presence of Phosphorus reduces calcium absorbability as in dairy milk.  

Impact on Liver & Kidney
After food is absorbed in the small intestines all supplements consumed first go to liver, which is the chemical factory in our body. The supplements get metabolized there and filtered through the kidneys. This increases the load on these vital organs, reducing their healthy lifespan. This impact is only noticeable once we reach an old age. 
How trace minerals and many micro nutrients affect our body is a science that is not fully understood yet, and lot more research has to be done. So the safest approach is to avoid all supplements. Vitamin B12 is the only exception because the municipal water supply that we consume is all chlorinated and kills the bacteria that produces vitamin B12. 

False Sense of Security 
Taking supplements can also create a false sense of security and makes us pay less attention to our diet. All nutrient deficiencies should be compensated by consuming balanced meals. We must add foods to our diet that we have been missing. My recommendation is to eat multiple varieties in each food group and specially green leafy vegetables, berries, flaxseeds and walnuts.

Reductionist Approach
As the science of nutrition evolved a century ago our focus was on understanding the roles of various nutrients in our body’s functioning. 
The human mind has limitations and it works better in understanding linear correlations. As a result we tended towards a reductionist approach to nutrition. The role of Vitamin C became clear based on research on sailors who were deprived of fresh fruits and vegetables for extended periods and developed scurvy. The food industry was quick to provide solutions by isolating vitamins to make up for the deficiencies. Creating and propagating this reductionist and deficiency mindset serves the purpose of the Processed Food and Supplements industry well. Nutrition science has focused on these two approaches for the past century and, in spite of the wealth of academic knowledge on nutrition and chronic diseases, one does not see any dent in the growth of such diseases. It begs the question "Why is that so?" One explanation is that the field of nutrition has become more about marketing profitable products than educating people about the fundamentals of health and wellness. 

There is a tendency on many people’s part, who are health conscientious, to look for ways to supplement their diet with healthy supplements. How does one define healthy supplements? Some think plant-based supplements are healthy and others think Ayurvedic or homeopathic supplements are healthy. 

Typical Indian Meal Plan

A cursory analysis of a typical Indian diet plan shows that we Indians consume over half of our calories from refined and processed foods which are empty calories. Replacing these empty calories with nutrient rich calories from plant based whole foods can easily take care of any nutritional deficiencies and should be the way to go. 

American Gut Project
A recent study known as the American Gut project (2013-2018) which involved participants from 45 countries showed some interesting results. It concluded that people who consumed a wide variety of plant based foods (over 30 varieties each week) were much healthier than those who consumed few (less than 10 varieties each week). Their immunity from infections diseases was also the highest in the first group. It is for this reason, I recommend that we should try to consume at least seven varieties in each of the five food group each week. The five food groups being Fruits, Vegetables, Grains, Beans & Legumes and Nuts & Seeds. Besides this, one should also eat as many spices as one can each week. 

Conclusion
Nutrition is about the synergy of a diverse diet, not just supplementing with isolated nutrients. Embrace variety, focus on whole foods, and question the necessity of supplements for a balanced and healthy lifestyle.

Dr. Colin Campbell, who is considered the top nutritionist in the world today, emphasizes that one must unlearn everything one has come to know about nutrients and only remember that:
“FOOD, NOT NUTRIENTS, IS THE FUNDAMENTAL UNIT IN NUTRITION.”
—————————————
               END OF POST 
—————————————
[12/5/25, 7:25:14 PM] ~ Meenakshi Nigam: BASICS OF PHYSIOLOGY

After exploring various myths about diet and lifestyle, we will now delve into the fundamentals of human physiology and nutrition. Every living organism, from single cells to primates, has two primary objectives: (1) survival and (2) propagation. For survival, two elements are crucial, which in Vedanta are termed PRANA and APANA. Prana represents the life-giving force, including food and air (oxygen) for energy, while Apana refers to the elimination of waste produced by metabolism, driven by Prana. In this and the next three blog posts, we will examine the four basic systems of human physiology:

1. Gastrointestinal Tract: It ingests and processes food.
2. Respiratory System: It inhales fresh air and exchanges oxygen for carbon dioxide.
3. Blood Circulatory System: It distributes nutrients and oxygen to every cell in the body.
4. Lymphatic System: It acts like a janitorial system, removing waste from all body parts due to metabolic processes. 

GASTROINTESTINAL TRACT
This tract is the path from our mouth to the anus, through which food passes, is consumed, digested, absorbed, and eventually, waste is excreted.

As depicted in the pictures below, food enters our mouth where it is mixed with saliva and chewed into a fine slurry before moving through the esophagus to the stomach via a sphincter valve. In the stomach, food mixes with acids and digests over a period that can range from two to six hours. The total transit time of food, from ingestion to defecation, can vary from 10 to 72 hours, primarily depending on the type of food and gut health. Here's a breakdown:

- Gastric emptying: 2-6 hrs.
- Small Intestine transit: 2-6 hrs.
- Colonic transit: 6-60 hrs.
- Total Gut transit: 10 to 72 hrs.

This transit time largely depends on how nutrients are embedded within the food's fibers. Food lacking fiber moves slowly but is quickly absorbed. In contrast, plant-based whole foods move quickly due to the motility created by undigested fibers but are absorbed slowly, as extracting nutrients like sugars and starches from fibers takes time. This dynamic results in a significant challenge for animal and processed foods, as they are quickly and completely absorbed, leading to liver overload and potential weight gain, with little left for the colon's microbial inhabitants.

When this pattern repeats, our microbial guests become starved and agitated, starting to consume the mucosal layer they inhabit, eventually leading to inflammation and conditions like "Leaky Gut Syndrome" or "Irritable Bowel Disorder."

EPITHELIAL CELL LINING
The human gastrointestinal tract is lined with a single layer of epithelial cells with tight junctions, protected by an inner mucus layer containing goblet cells that produce mucus. Adjacent to this inner layer is an outer mucus layer, home to various microbes. 
The importance and roles of these colon microbes are becoming increasingly clear, giving rise to a new field called epigenetics. Surprisingly, our bodies host more foreign cells (38 trillion microbes) than our own cells (37 trillion). These microbes play a significant role in our health, overshadowing our genetic makeup. This was highlighted in the January 14, 2010, issue of TIME magazine.

"Microbiota" refers to the collective microbes (sometimes called a microbial garden), with "Microbiome" denoting their genetic makeup. These terms are often used interchangeably. An analogy to understand the human microbiome versus genome is comparing computer hardware and software: despite similar hardware, the software dictates the functionality, akin to how our epigenome, the body's software, influences gene expression. 
To make my point clear I like to give an example of cell phones. 
All cell phones in use today are very similar in terms of hardware however, how this hardware expresses itself visually on the screen or audibly on the speaker depends upon what software is being used. For example Facebook, WhatsApp and Instagram all express very differently on the same phone. So our epigenome is our body’s software and it determines how our genes are expressing at any given moment. 

This understanding is revolutionizing medical science, leading to groundbreaking practices like fecal transplantation which was not even in the realm of our wildest imagination. An overweight woman, who has tried everything in her life to lose weight, loses weight simply upon receipt of a fecal transplantation from a slim woman. Some of the lessons we have learned with this new science suggest:
1. Same cause can manifest as different symptoms in different people. 
2. Same symptoms can be due to different causes in different people therefore diagnosing problems based on symptoms is an imperfect science distraught with many hits and misses. 
4. A different diet for different diseases doesn’t make sense but a different diet for different individuals could make sense. It is conceivable that soon in future, we may create meal plans based on one’s fecal sample analysis. 

Refined vs. Whole Food
Consider the example of identical twins T1 and T2, consuming the same ingredients (wheat, peanuts, and apples) in different forms for breakfast. T1 opts for porridge in peanut milk with fresh apples, while T2 consumes refined flour kachori fried in peanut oil with apple juice. T1 maintains health, but T2 may gain weight and risk developing diabetes, liver, and kidney issues. This disparity arises because T1's body might leave some calories for the microbiome, keeping them happy and satisfied, whereas T2's body absorbs all calories in the small intestine, leaving nothing for microbial digestion. This causes microbes to consume the mucosal layer in which they reside. Over time, this can lead to leaky gut and autoimmune diseases. 
Sugar spikes due to Apple juice and refined flour would result in new fat formation in liver (de novo lipogenesis) causing non alcoholic fatty liver disease and visceral fat and insulin resistance (Diabetes type-2). Ultimately both the kidney and liver will be affected shortening his lifespan. 

The impact of diet on health is profound, yet often overlooked, with many attributing health issues to bad luck. However, chronic diseases are less about luck and more about the consequences of dietary choices, particularly the consumption of refined and highly processed foods.

Conclusion
The transition from whole foods to refined and processed options during the past century is a primary contributor to lifestyle-related diseases. These diseases affect our body on a daily basis in small ways that are rarely noticeable until it is often too late. They are not impervious as we often like to believe. Taking medications to suppress symptoms is not the solution. The diet has to be modified. 
—————————————
           END OF POST
—————————————
‎[12/5/25, 7:25:15 PM] ~ Meenakshi Nigam: ‎<attached: 00000413-PHOTO-2025-12-05-19-25-15.jpg>
‎[12/5/25, 7:25:15 PM] ~ Meenakshi Nigam: ‎<attached: 00000414-PHOTO-2025-12-05-19-25-15.jpg>
‎[12/5/25, 7:25:16 PM] ~ Meenakshi Nigam: ‎<attached: 00000415-PHOTO-2025-12-05-19-25-16.jpg>
[12/6/25, 12:39:51 AM] ‪+60 16‑611 2919‬: ‎‪+60 16‑611 2919‬ joined using a group link.
[12/6/25, 8:27:05 PM] ~ Meenakshi Nigam: Basics of Physiology (2)
RESPIRATORY SYSTEM

Yesterday we discussed the Gastrointestinal Tract, which provides the essential nutrients our bodies need to sustain themselves. These nutrients require oxygen to metabolize and produce energy. The respiratory system is crucial in delivering fresh oxygen to the body and expelling carbon dioxide. While the respiratory system is also involved in sound production and the sense of smell, our focus here will be on the exchange of oxygen and carbon dioxide.

When we inhale through our nose or mouth, the air travels down the trachea into the lungs, where it divides into multiple branches called bronchioles, eventually reaching tiny sacs known as alveoli. The human lung contains over 600 million alveoli, with their combined surface area roughly equivalent to a tennis court.

Surrounding the alveoli are blood capillaries that carry blood from various body parts. This blood is rich in carbon dioxide and low in oxygen. Oxygen and carbon dioxide exchange occurs across the alveolar membrane and the capillary walls through diffusion. The picture below shows how an alveolar capillary exchanges carbon dioxide for oxygen. 


Diminished Surface Area
At birth, the surfaces of the alveoli and capillaries are pristine, maximizing gas exchange efficiency. However, over time, two significant changes occur. First, dust and pollutant particles accumulate on the alveolar lining, reducing the area available for gas exchange. Second, the capillaries' inner linings develop plaque due to the consumption of inflammatory foods, further diminishing the available surface area. As we age, the reduction in surface area becomes more pronounced, leading to breathing difficulties, a condition known as Chronic Obstructive Pulmonary Disease (COPD).
It is important to understand that obstruction is happening on both sides of that one tennis court size surface of all 600 million plus alveoli of the lung. 
The obstruction on the capillary wall is due to atherosclerosis which is classified as a cardiovascular disease. 
The discomfort one experiences in breathing is due to the combination of these two phenomenons working together. 
Historically, main pollutants like dust and coal particles from wood and charcoal burning prompted people to seek cleaner air in sanatoriums as they aged.

Diminished Breathing Capacity
Breathing capacity is another crucial factor. The average lung holds about 6 liters of air, but only a fraction is used during normal breathing. This capacity, which varies among individuals and even within the same person over time, increases with physical activity. Enhancing respiratory capacity through active lifestyles can improve conditions like COPD, as physical activity can help revive some collapsed alveoli.

Symptoms of COPD include shortness of breath, wheezing, and a chronic cough. The cough is a mechanism by which body clears obstructions, but when these consist of fine particles, the condition becomes persistent. That is why it is called chronic. 

Nitric Oxide Gas to Rescue
Consuming green leafy vegetables and beetroots, which are high in nitrates, release nitric oxide in the blood vessels, aiding in the removal of atherosclerotic damage and improving gas exchange. These vegetables can be consumed as salad or green juice. Additionally, Pranayama breathing exercises like Bhastrika and Kapalbhati can help alleviate respiratory obstructions, offering benefits for those with respiratory conditions.

—————————————
            END OF POST 
—————————————
[12/6/25, 8:27:05 PM] ~ Meenakshi Nigam: Basics of Physiology (3) 
BLOOD CIRCULATORY SYSTEM 

In our past two sessions, we discussed the Gastrointestinal Tract and the Respiratory System, which provide the nutrients and oxygen necessary for survival. 
Once absorbed, these nutrients need to be transported to every part of the human body, a task accomplished by the blood circulatory system. 
